# Wireless Strength at 60 second intervals.
# Mon 09 Nov 2009 12:15:48 AM PST
2009.11.09-05:15:01	.67
2009.11.09-05:16:01	.67
2009.11.09-05:17:02	.67
2009.11.09-05:18:02	.67
2009.11.09-05:19:02	.67
2009.11.09-05:20:02	.67
2009.11.09-05:21:02	.67
2009.11.09-05:22:02	.67
2009.11.09-05:23:02	.67
2009.11.09-05:24:02	.67
2009.11.09-05:25:02	.67
2009.11.09-05:26:02	.65
2009.11.09-05:27:02	.67
2009.11.09-05:28:02	.67
2009.11.09-05:29:02	.67
2009.11.09-05:30:02	.67
2009.11.09-05:31:02	.67
2009.11.09-05:32:02	.67
2009.11.09-05:33:02	.67
2009.11.09-05:34:02	.67
2009.11.09-05:35:02	.67
2009.11.09-05:36:02	.67
2009.11.09-05:37:02	.65
2009.11.09-05:38:02	.67
2009.11.09-05:39:02	.34
2009.11.09-05:40:02	.65
2009.11.09-05:41:02	.67
2009.11.09-05:42:02	.34
2009.11.09-05:43:03	.34
2009.11.09-05:44:03	.67
2009.11.09-05:45:03	.67
2009.11.09-05:46:03	.34
2009.11.09-05:47:03	.34
2009.11.09-05:48:03	.67
2009.11.09-05:49:03	.65
2009.11.09-05:50:03	.67
2009.11.09-05:51:03	.34
2009.11.09-05:52:03	.67
2009.11.09-05:53:03	.65
2009.11.09-05:54:03	.65
2009.11.09-05:55:03	.65
2009.11.09-05:56:03	.67
2009.11.09-05:57:03	.67
2009.11.09-05:58:03	.65
2009.11.09-05:59:03	.65
2009.11.09-06:00:03	.65
2009.11.09-06:01:03	.67
2009.11.09-06:02:03	.67
2009.11.09-06:03:03	.67
2009.11.09-06:04:03	.67
2009.11.09-06:05:03	.67
2009.11.09-06:06:03	.67
2009.11.09-06:07:03	.67
2009.11.09-06:08:03	.67
2009.11.09-06:09:04	.34
2009.11.09-06:10:04	.67
2009.11.09-06:11:04	.67
2009.11.09-06:12:04	.32
2009.11.09-06:13:04	.34
2009.11.09-06:14:04	.65
2009.11.09-06:15:04	.67
2009.11.09-06:16:04	.34
2009.11.09-06:17:04	.34
2009.11.09-06:18:04	.67
2009.11.09-06:19:04	.65
2009.11.09-06:20:04	.67
2009.11.09-06:21:04	.67
2009.11.09-06:22:04	.65
2009.11.09-06:23:04	.67
2009.11.09-06:24:04	.67
2009.11.09-06:25:04	.67
2009.11.09-06:26:04	.67
2009.11.09-06:27:04	.67
2009.11.09-06:28:04	.65
2009.11.09-06:29:04	.67
2009.11.09-06:30:04	.32
2009.11.09-06:31:04	.34
2009.11.09-06:32:04	.67
2009.11.09-06:33:05	.67
2009.11.09-06:34:05	.34
2009.11.09-06:35:05	.34
2009.11.09-06:36:05	.67
2009.11.09-06:37:05	.67
2009.11.09-06:38:05	.34
2009.11.09-06:39:05	.65
2009.11.09-06:40:05	.65
2009.11.09-06:41:05	.67
2009.11.09-06:42:05	.67
2009.11.09-06:43:05	.67
2009.11.09-06:44:05	.65
2009.11.09-06:45:05	.67
2009.11.09-06:46:05	.67
2009.11.09-06:47:05	.67
2009.11.09-06:48:05	.67
2009.11.09-06:49:05	.67
2009.11.09-06:50:05	.67
2009.11.09-06:51:05	.67
2009.11.09-06:52:05	.67
2009.11.09-06:53:05	.67
2009.11.09-06:54:05	.67
2009.11.09-06:55:05	.67
2009.11.09-06:56:05	.67
2009.11.09-06:57:05	.34
2009.11.09-06:58:05	.67
2009.11.09-06:59:06	.67
2009.11.09-07:00:06	.67
2009.11.09-07:01:06	.67
2009.11.09-07:02:06	.67
2009.11.09-07:03:06	.65
2009.11.09-07:04:06	.67
2009.11.09-07:05:06	.67
2009.11.09-07:06:06	.67
2009.11.09-07:07:06	.65
2009.11.09-07:08:06	.65
2009.11.09-07:09:06	.67
2009.11.09-07:10:06	.65
2009.11.09-07:11:06	.62
2009.11.09-07:12:06	.64
2009.11.09-07:13:06	.65
2009.11.09-07:14:06	.65
2009.11.09-07:15:06	.65
2009.11.09-07:16:06	.67
2009.11.09-07:17:06	.67
2009.11.09-07:18:06	.67
2009.11.09-07:19:06	.65
2009.11.09-07:20:06	.67
2009.11.09-07:21:07	.67
2009.11.09-07:22:07	.67
2009.11.09-07:23:07	.67
2009.11.09-07:24:07	.67
2009.11.09-07:25:07	.64
2009.11.09-07:26:07	.67
2009.11.09-07:27:07	.60
2009.11.09-07:28:07	.58
2009.11.09-07:29:07	.65
2009.11.09-07:30:07	.67
2009.11.09-07:31:07	.65
2009.11.09-07:32:07	.65
2009.11.09-07:33:07	.64
2009.11.09-07:34:07	.65
2009.11.09-07:35:07	.64
2009.11.09-07:36:07	.65
2009.11.09-07:37:08	.62
2009.11.09-07:38:08	.67
2009.11.09-07:39:08	.65
2009.11.09-07:40:08	.65
2009.11.09-07:41:08	.67
2009.11.09-07:42:08	.67
2009.11.09-07:43:08	.67
2009.11.09-07:44:08	.67
2009.11.09-07:45:08	.65
2009.11.09-07:46:08	.64
2009.11.09-07:47:08	.65
2009.11.09-07:48:08	.65
2009.11.09-07:49:08	.64
2009.11.09-07:50:08	.65
2009.11.09-07:51:08	.65
2009.11.09-07:52:09	.67
2009.11.09-07:53:09	.65
2009.11.09-07:54:09	.65
2009.11.09-07:55:09	.65
2009.11.09-07:56:09	.65
2009.11.09-07:57:09	.67
2009.11.09-07:58:09	.65
2009.11.09-07:59:09	.67
2009.11.09-08:00:09	.65
2009.11.09-08:01:09	.65
2009.11.09-08:02:09	.67
2009.11.09-08:03:09	.65
2009.11.09-08:04:09	.67
2009.11.09-08:05:09	.65
2009.11.09-08:06:09	.65
2009.11.09-08:07:09	.65
2009.11.09-08:08:09	.67
2009.11.09-08:09:09	.65
2009.11.09-08:10:09	.67
2009.11.09-08:11:10	.65
2009.11.09-08:12:10	.67
2009.11.09-08:13:10	.65
2009.11.09-08:14:10	.67
2009.11.09-08:15:10	.67
2009.11.09-08:16:10	.67
2009.11.09-08:17:10	.67
2009.11.09-08:18:10	.67
2009.11.09-08:19:10	.67
2009.11.09-08:20:10	.67
2009.11.09-08:21:10	.65
2009.11.09-08:22:10	.65
2009.11.09-08:23:10	.65
2009.11.09-08:24:10	.67
2009.11.09-08:25:10	.67
2009.11.09-08:26:10	.67
2009.11.09-08:27:10	.65
2009.11.09-08:28:10	.67
2009.11.09-08:29:10	.65
2009.11.09-08:30:11	.67
2009.11.09-08:31:11	.65
2009.11.09-08:32:11	.67
2009.11.09-08:33:11	.67
2009.11.09-08:34:11	.65
2009.11.09-08:35:11	.67
2009.11.09-08:36:11	.67
2009.11.09-08:37:11	.64
2009.11.09-08:38:11	.67
2009.11.09-08:39:11	.67
2009.11.09-08:40:11	.67
2009.11.09-08:41:11	.65
2009.11.09-08:42:11	.65
2009.11.09-08:43:11	.65
2009.11.09-08:44:11	.65
2009.11.09-08:45:11	.65
2009.11.09-08:46:11	.67
2009.11.09-08:47:11	.67
2009.11.09-08:48:11	.65
2009.11.09-08:49:11	.65
2009.11.09-08:50:11	.65
2009.11.09-08:51:11	.65
2009.11.09-08:52:12	.65
2009.11.09-08:53:12	.67
2009.11.09-08:54:12	.67
2009.11.09-08:55:12	.67
2009.11.09-08:56:12	.67
2009.11.09-08:57:12	.65
2009.11.09-08:58:12	.65
2009.11.09-08:59:12	.65
2009.11.09-09:00:12	.67
2009.11.09-09:01:12	.67
2009.11.09-09:02:12	.67
2009.11.09-09:03:12	.67
2009.11.09-09:04:12	.67
2009.11.09-09:05:12	.67
2009.11.09-09:06:12	.67
2009.11.09-09:07:12	.65
2009.11.09-09:08:12	.67
2009.11.09-09:09:12	.67
2009.11.09-09:10:12	.67
2009.11.09-09:11:12	.67
2009.11.09-09:12:12	.67
2009.11.09-09:13:12	.67
2009.11.09-09:14:12	.67
2009.11.09-09:15:12	.67
2009.11.09-09:16:12	.67
2009.11.09-09:17:12	.67
2009.11.09-09:18:12	.67
2009.11.09-09:19:13	.67
2009.11.09-09:20:13	.67
2009.11.09-09:21:13	.67
2009.11.09-09:22:13	.65
2009.11.09-09:23:13	.67
2009.11.09-09:24:13	.67
2009.11.09-09:25:13	.67
2009.11.09-09:26:13	.65
2009.11.09-09:27:13	.65
2009.11.09-09:28:13	.65
2009.11.09-09:29:13	.67
2009.11.09-09:30:13	.65
2009.11.09-09:31:13	.67
2009.11.09-09:32:13	.67
2009.11.09-09:33:13	.65
2009.11.09-09:34:13	.65
2009.11.09-09:35:13	.67
2009.11.09-09:36:13	.67
2009.11.09-09:37:13	.65
2009.11.09-09:38:13	.65
2009.11.09-09:39:13	.65
2009.11.09-09:40:13	.67
2009.11.09-09:41:13	.67
2009.11.09-09:42:13	.67
2009.11.09-09:43:14	.67
2009.11.09-09:44:14	.67
2009.11.09-09:45:14	.65
2009.11.09-09:46:14	.67
2009.11.09-09:47:14	.67
2009.11.09-09:48:14	.67
2009.11.09-09:49:14	.65
2009.11.09-09:50:14	.65
2009.11.09-09:51:14	.67
2009.11.09-09:52:14	.67
2009.11.09-09:53:14	.65
2009.11.09-09:54:14	.67
2009.11.09-09:55:14	.67
2009.11.09-09:56:14	.67
2009.11.09-09:57:14	.67
2009.11.09-09:58:14	.67
2009.11.09-09:59:14	.67
2009.11.09-10:00:14	.65
2009.11.09-10:01:14	.67
2009.11.09-10:02:14	.67
2009.11.09-10:03:14	.65
2009.11.09-10:04:14	.65
2009.11.09-10:05:14	.67
2009.11.09-10:06:14	.67
2009.11.09-10:07:15	.67
2009.11.09-10:08:15	.67
2009.11.09-10:09:15	.67
2009.11.09-10:10:15	.65
2009.11.09-10:11:15	.65
2009.11.09-10:12:15	.67
2009.11.09-10:13:15	.65
2009.11.09-10:14:15	.67
2009.11.09-10:15:15	.65
2009.11.09-10:16:15	.67
2009.11.09-10:17:15	.67
2009.11.09-10:18:15	.65
2009.11.09-10:19:15	.67
2009.11.09-10:20:15	.67
2009.11.09-10:21:15	.65
2009.11.09-10:22:15	.65
2009.11.09-10:23:15	.67
2009.11.09-10:24:15	.65
2009.11.09-10:25:15	.65
2009.11.09-10:26:15	.67
2009.11.09-10:27:15	.67
2009.11.09-10:28:15	.67
2009.11.09-10:29:15	.65
2009.11.09-10:30:16	.67
2009.11.09-10:31:16	.67
2009.11.09-10:32:16	.65
2009.11.09-10:33:16	.67
2009.11.09-10:34:16	.65
2009.11.09-10:35:16	.65
2009.11.09-10:36:16	.67
2009.11.09-10:37:16	.65
2009.11.09-10:38:16	.65
2009.11.09-10:39:16	.65
2009.11.09-10:40:16	.65
2009.11.09-10:41:16	.65
2009.11.09-10:42:16	.67
2009.11.09-10:43:16	.67
2009.11.09-10:44:16	.67
2009.11.09-10:45:16	.65
2009.11.09-10:46:16	.65
2009.11.09-10:47:16	.65
2009.11.09-10:48:16	.67
2009.11.09-10:49:16	.67
2009.11.09-10:50:16	.67
2009.11.09-10:51:16	.67
2009.11.09-10:52:16	.67
2009.11.09-10:53:16	.67
2009.11.09-10:54:17	.67
2009.11.09-10:55:17	.67
2009.11.09-10:56:17	.65
2009.11.09-10:57:17	.67
2009.11.09-10:58:17	.65
2009.11.09-10:59:17	.67
2009.11.09-11:00:17	.65
2009.11.09-11:01:17	.65
2009.11.09-11:02:17	.67
2009.11.09-11:03:17	.67
2009.11.09-11:04:17	.67
2009.11.09-11:05:17	.67
2009.11.09-11:06:17	.67
2009.11.09-11:07:17	.67
2009.11.09-11:08:17	.64
2009.11.09-11:09:17	.65
2009.11.09-11:10:17	.67
2009.11.09-11:11:17	.65
2009.11.09-11:12:17	.67
2009.11.09-11:13:17	.65
2009.11.09-11:14:17	.67
2009.11.09-11:15:17	.67
2009.11.09-11:16:17	.67
2009.11.09-11:17:18	.67
2009.11.09-11:18:18	.67
2009.11.09-11:19:18	.67
2009.11.09-11:20:18	.67
2009.11.09-11:21:18	.67
2009.11.09-11:22:18	.65
2009.11.09-11:23:18	.67
2009.11.09-11:24:18	.67
2009.11.09-11:25:18	.65
2009.11.09-11:26:18	.67
2009.11.09-11:27:18	.67
2009.11.09-11:28:18	.65
2009.11.09-11:29:18	.67
2009.11.09-11:30:18	.67
2009.11.09-11:31:18	.67
2009.11.09-11:32:18	.67
2009.11.09-11:33:18	.67
2009.11.09-11:34:18	.67
2009.11.09-11:35:18	.67
2009.11.09-11:36:18	.67
2009.11.09-11:37:18	.67
2009.11.09-11:38:18	.65
2009.11.09-11:39:18	.65
2009.11.09-11:40:18	.65
2009.11.09-11:41:18	.67
2009.11.09-11:42:18	.67
2009.11.09-11:43:19	.67
2009.11.09-11:44:19	.65
2009.11.09-11:45:19	.67
2009.11.09-11:46:19	.65
2009.11.09-11:47:19	.67
2009.11.09-11:48:19	.67
2009.11.09-11:49:19	.67
2009.11.09-11:50:19	.65
2009.11.09-11:51:19	.67
2009.11.09-11:52:19	.67
2009.11.09-11:53:19	.67
2009.11.09-11:54:19	.67
2009.11.09-11:55:19	.67
2009.11.09-11:56:19	.65
2009.11.09-11:57:19	.64
2009.11.09-11:58:19	.65
2009.11.09-11:59:19	.64
2009.11.09-12:00:19	.67
2009.11.09-12:01:19	.65
2009.11.09-12:02:19	.65
2009.11.09-12:03:19	.64
2009.11.09-12:04:19	.65
2009.11.09-12:05:19	.67
2009.11.09-12:06:19	.65
2009.11.09-12:07:19	.65
2009.11.09-12:08:20	.64
2009.11.09-12:09:20	.67
2009.11.09-12:10:20	.65
2009.11.09-12:11:20	.65
2009.11.09-12:12:20	.65
2009.11.09-12:13:20	.65
2009.11.09-12:14:20	.65
2009.11.09-12:15:20	.65
2009.11.09-12:16:20	.65
2009.11.09-12:17:20	.65
2009.11.09-12:18:20	.65
2009.11.09-12:19:20	.64
2009.11.09-12:20:20	.65
2009.11.09-12:21:20	.65
2009.11.09-12:22:20	.67
2009.11.09-12:23:20	.65
2009.11.09-12:24:20	.67
2009.11.09-12:25:20	.65
2009.11.09-12:26:20	.65
2009.11.09-12:27:20	.67
2009.11.09-12:28:20	.67
2009.11.09-12:29:20	.65
2009.11.09-12:30:20	.67
2009.11.09-12:31:20	.67
2009.11.09-12:32:20	.65
2009.11.09-12:33:20	.67
2009.11.09-12:34:21	.67
2009.11.09-12:35:21	.65
2009.11.09-12:36:21	.65
2009.11.09-12:37:21	.67
2009.11.09-12:38:21	.65
2009.11.09-12:39:21	.67
2009.11.09-12:40:21	.64
2009.11.09-12:41:21	.65
2009.11.09-12:42:21	.65
2009.11.09-12:43:21	.67
2009.11.09-12:44:21	.67
2009.11.09-12:45:21	.65
2009.11.09-12:46:21	.65
2009.11.09-12:47:21	.67
2009.11.09-12:48:21	.65
2009.11.09-12:49:21	.65
2009.11.09-12:50:21	.67
2009.11.09-12:51:21	.64
2009.11.09-12:52:21	.65
2009.11.09-12:53:21	.67
2009.11.09-12:54:21	.65
2009.11.09-12:55:21	.65
2009.11.09-12:56:21	.65
2009.11.09-12:57:21	.67
2009.11.09-12:58:21	.65
2009.11.09-12:59:21	.65
2009.11.09-13:00:22	.64
2009.11.09-13:01:22	.65
2009.11.09-13:02:22	.64
2009.11.09-13:03:22	.64
2009.11.09-13:04:22	.64
2009.11.09-13:05:22	.64
2009.11.09-13:06:22	.62
2009.11.09-13:07:22	.64
2009.11.09-13:08:22	.65
2009.11.09-13:09:22	.65
2009.11.09-13:10:22	.64
2009.11.09-13:11:22	.65
2009.11.09-13:12:22	.64
2009.11.09-13:13:22	.65
2009.11.09-13:14:22	.65
2009.11.09-13:15:22	.65
2009.11.09-13:16:22	.65
2009.11.09-13:17:22	.64
2009.11.09-13:18:22	.65
2009.11.09-13:19:22	.64
2009.11.09-13:20:22	.64
2009.11.09-13:21:22	.64
2009.11.09-13:22:22	.62
2009.11.09-13:23:22	.65
2009.11.09-13:24:23	.64
2009.11.09-13:25:23	.64
2009.11.09-13:26:23	.62
2009.11.09-13:27:23	.62
2009.11.09-13:28:23	.62
2009.11.09-13:29:23	.62
2009.11.09-13:30:23	.61
2009.11.09-13:31:23	.61
2009.11.09-13:32:23	.62
2009.11.09-13:33:23	.62
2009.11.09-13:34:23	.61
2009.11.09-13:35:23	.62
2009.11.09-13:36:23	.62
2009.11.09-13:37:23	.62
2009.11.09-13:38:23	.62
2009.11.09-13:39:23	.61
2009.11.09-13:40:23	.62
2009.11.09-13:41:23	.62
2009.11.09-13:42:23	.62
2009.11.09-13:43:23	.62
2009.11.09-13:44:23	.62
2009.11.09-13:45:23	.64
2009.11.09-13:46:23	.64
2009.11.09-13:47:23	.61
2009.11.09-13:48:23	.62
2009.11.09-13:49:23	.62
2009.11.09-13:50:24	.62
2009.11.09-13:51:24	.62
2009.11.09-13:52:24	.62
2009.11.09-13:53:24	.62
2009.11.09-13:54:24	.62
2009.11.09-13:55:24	.62
2009.11.09-13:56:24	.62
2009.11.09-13:57:24	.62
2009.11.09-13:58:24	.62
2009.11.09-13:59:24	.62
2009.11.09-14:00:24	.62
2009.11.09-14:01:24	.62
2009.11.09-14:02:24	.61
2009.11.09-14:03:24	.62
2009.11.09-14:04:24	.62
2009.11.09-14:05:24	0
2009.11.09-14:06:24	.60
2009.11.09-14:07:24	.62
2009.11.09-14:08:24	.34
2009.11.09-14:09:24	.61
2009.11.09-14:10:24	.62
2009.11.09-14:11:24	.35
2009.11.09-14:12:24	.64
2009.11.09-14:13:24	.64
2009.11.09-14:14:24	.64
2009.11.09-14:15:24	.62
2009.11.09-14:16:25	.64
2009.11.09-14:17:25	.65
2009.11.09-14:18:25	.64
2009.11.09-14:19:25	.67
2009.11.09-14:20:25	.65
2009.11.09-14:21:25	.65
2009.11.09-14:22:25	.65
2009.11.09-14:23:25	.65
2009.11.09-14:24:25	.67
2009.11.09-14:25:25	.65
2009.11.09-14:26:25	.65
2009.11.09-14:27:25	.65
2009.11.09-14:28:25	.65
2009.11.09-14:29:25	.65
2009.11.09-14:30:25	.65
2009.11.09-14:31:25	.65
2009.11.09-14:32:25	.62
2009.11.09-14:33:25	.65
2009.11.09-14:34:25	.65
2009.11.09-14:35:25	.65
2009.11.09-14:36:25	.65
2009.11.09-14:37:25	.64
2009.11.09-14:38:25	.65
2009.11.09-14:39:25	.64
